Year,Industry_Section,Industry,Accident_Kind,Total_NonFatal,Specified_Injuries,Over7Day_Injuries,Pct_Total,Pct_Specified,Pct_Over7Day,Severity,Year_Clean,Industry_Short
2022/23,C,Manufacturing,Exposure to an explosion,6,2,4,[k],[k],[k],Non-Fatal,2022/23,Manufacturing
2022/23,C,Manufacturing,Contact with electricity or electrical discharge,30,5,25,[k],[k],[k],Non-Fatal,2022/23,Manufacturing
2022/23,C,Manufacturing,Injured by an animal,10,4,6,[k],[k],[k],Non-Fatal,2022/23,Manufacturing
2022/23,C,Manufacturing,Acts of violence,16,6,10,[k],[k],[k],Non-Fatal,2022/23,Manufacturing
2022/23,C,Manufacturing,Other kind of accident,1218,159,1059,0.12,0.06,0.14,Non-Fatal,2022/23,Manufacturing
2022/23,D,"Electricity, gas, steam and air conditioning supply",Contact with moving machinery,5,2,3,0.02,0.03,0.02,Non-Fatal,2022/23,"Electricity, gas, steam and air conditioning suppl"
2022/23,D,"Electricity, gas, steam and air conditioning supply","Struck by moving, including flying/falling, object",21,9,12,0.08,0.11,0.07,Non-Fatal,2022/23,"Electricity, gas, steam and air conditioning suppl"
2022/23,D,"Electricity, gas, steam and air conditioning supply",Struck by moving vehicle,2,1,1,[k],0.01,[k],Non-Fatal,2022/23,"Electricity, gas, steam and air conditioning suppl"
2022/23,D,"Electricity, gas, steam and air conditioning supply",Strike against something fixed or stationary,12,3,9,0.05,0.04,0.05,Non-Fatal,2022/23,"Electricity, gas, steam and air conditioning suppl"
2022/23,D,"Electricity, gas, steam and air conditioning supply","Injured while handling, lifting or carrying",44,5,39,0.17,0.06,0.22,Non-Fatal,2022/23,"Electricity, gas, steam and air conditioning suppl"
2022/23,D,"Electricity, gas, steam and air conditioning supply","Slips, trips or falls on same level",81,29,52,0.32,0.37,0.3,Non-Fatal,2022/23,"Electricity, gas, steam and air conditioning suppl"
2022/23,D,"Electricity, gas, steam and air conditioning supply",Falls from a height,30,16,14,0.12,0.2,0.08,Non-Fatal,2022/23,"Electricity, gas, steam and air conditioning suppl"
2022/23,D,"Electricity, gas, steam and air conditioning supply",Trapped by something collapsing/overturning,5,1,4,0.02,0.01,0.02,Non-Fatal,2022/23,"Electricity, gas, steam and air conditioning suppl"
2022/23,D,"Electricity, gas, steam and air conditioning supply",Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2022/23,"Electricity, gas, steam and air conditioning suppl"
2022/23,D,"Electricity, gas, steam and air conditioning supply","Exposure to, or contact with, a harmful substance",6,1,5,0.02,0.01,0.03,Non-Fatal,2022/23,"Electricity, gas, steam and air conditioning suppl"
2022/23,D,"Electricity, gas, steam and air conditioning supply",Exposure to fire,1,0,1,[k],0,[k],Non-Fatal,2022/23,"Electricity, gas, steam and air conditioning suppl"
2022/23,D,"Electricity, gas, steam and air conditioning supply",Exposure to an explosion,2,0,2,[k],0,0.01,Non-Fatal,2022/23,"Electricity, gas, steam and air conditioning suppl"
2022/23,D,"Electricity, gas, steam and air conditioning supply",Contact with electricity or electrical discharge,10,4,6,0.04,0.05,0.03,Non-Fatal,2022/23,"Electricity, gas, steam and air conditioning suppl"
2022/23,D,"Electricity, gas, steam and air conditioning supply",Injured by an animal,1,0,1,[k],0,[k],Non-Fatal,2022/23,"Electricity, gas, steam and air conditioning suppl"
2022/23,D,"Electricity, gas, steam and air conditioning supply",Acts of violence,3,0,3,0.01,0,0.02,Non-Fatal,2022/23,"Electricity, gas, steam and air conditioning suppl"
2022/23,D,"Electricity, gas, steam and air conditioning supply",Other kind of accident,32,8,24,0.13,0.1,0.14,Non-Fatal,2022/23,"Electricity, gas, steam and air conditioning suppl"
2022/23,E,"Water supply; sewerage, waste management and remediation activities",Contact with moving machinery,78,30,48,0.04,0.06,0.03,Non-Fatal,2022/23,"Water supply; sewerage, waste management and remed"
2022/23,E,"Water supply; sewerage, waste management and remediation activities","Struck by moving, including flying/falling, object",228,68,160,0.12,0.13,0.11,Non-Fatal,2022/23,"Water supply; sewerage, waste management and remed"
2022/23,E,"Water supply; sewerage, waste management and remediation activities",Struck by moving vehicle,99,33,66,0.05,0.06,0.05,Non-Fatal,2022/23,"Water supply; sewerage, waste management and remed"
2022/23,E,"Water supply; sewerage, waste management and remediation activities",Strike against something fixed or stationary,57,14,43,0.03,0.03,0.03,Non-Fatal,2022/23,"Water supply; sewerage, waste management and remed"
2022/23,E,"Water supply; sewerage, waste management and remediation activities","Injured while handling, lifting or carrying",472,31,441,0.24,0.06,0.31,Non-Fatal,2022/23,"Water supply; sewerage, waste management and remed"
2022/23,E,"Water supply; sewerage, waste management and remediation activities","Slips, trips or falls on same level",656,234,422,0.33,0.43,0.29,Non-Fatal,2022/23,"Water supply; sewerage, waste management and remed"
2022/23,E,"Water supply; sewerage, waste management and remediation activities",Falls from a height,177,89,88,0.09,0.17,0.06,Non-Fatal,2022/23,"Water supply; sewerage, waste management and remed"
2022/23,E,"Water supply; sewerage, waste management and remediation activities",Trapped by something collapsing/overturning,6,4,2,[k],[k],[k],Non-Fatal,2022/23,"Water supply; sewerage, waste management and remed"
2022/23,E,"Water supply; sewerage, waste management and remediation activities",Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2022/23,"Water supply; sewerage, waste management and remed"
2022/23,E,"Water supply; sewerage, waste management and remediation activities","Exposure to, or contact with, a harmful substance",32,7,25,0.02,0.01,0.02,Non-Fatal,2022/23,"Water supply; sewerage, waste management and remed"
2022/23,E,"Water supply; sewerage, waste management and remediation activities",Exposure to fire,7,2,5,[k],[k],[k],Non-Fatal,2022/23,"Water supply; sewerage, waste management and remed"
2022/23,E,"Water supply; sewerage, waste management and remediation activities",Exposure to an explosion,2,1,1,[k],[k],[k],Non-Fatal,2022/23,"Water supply; sewerage, waste management and remed"
2022/23,E,"Water supply; sewerage, waste management and remediation activities",Contact with electricity or electrical discharge,1,0,1,[k],0,[k],Non-Fatal,2022/23,"Water supply; sewerage, waste management and remed"
2022/23,E,"Water supply; sewerage, waste management and remediation activities",Injured by an animal,7,0,7,[k],0,[k],Non-Fatal,2022/23,"Water supply; sewerage, waste management and remed"
2022/23,E,"Water supply; sewerage, waste management and remediation activities",Acts of violence,16,2,14,[k],[k],[k],Non-Fatal,2022/23,"Water supply; sewerage, waste management and remed"
2022/23,E,"Water supply; sewerage, waste management and remediation activities",Other kind of accident,142,24,118,0.07,0.04,0.08,Non-Fatal,2022/23,"Water supply; sewerage, waste management and remed"
2022/23,F,Construction,Contact with moving machinery,262,72,190,0.06,0.05,0.08,Non-Fatal,2022/23,Construction
2022/23,F,Construction,"Struck by moving, including flying/falling, object",516,225,291,0.13,0.14,0.12,Non-Fatal,2022/23,Construction
2022/23,F,Construction,Struck by moving vehicle,90,40,50,0.02,0.03,0.02,Non-Fatal,2022/23,Construction
2022/23,F,Construction,Strike against something fixed or stationary,111,33,78,0.03,0.02,0.03,Non-Fatal,2022/23,Construction
2022/23,F,Construction,"Injured while handling, lifting or carrying",669,104,565,0.16,0.07,0.22,Non-Fatal,2022/23,Construction
2022/23,F,Construction,"Slips, trips or falls on same level",1049,459,590,0.26,0.3,0.23,Non-Fatal,2022/23,Construction
2022/23,F,Construction,Falls from a height,816,497,319,0.2,0.32,0.13,Non-Fatal,2022/23,Construction
2022/23,F,Construction,Trapped by something collapsing/overturning,33,22,11,[k],0.01,[k],Non-Fatal,2022/23,Construction
2022/23,F,Construction,Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2022/23,Construction
2022/23,F,Construction,"Exposure to, or contact with, a harmful substance",29,4,25,[k],[k],[k],Non-Fatal,2022/23,Construction
2022/23,F,Construction,Exposure to fire,9,2,7,[k],[k],[k],Non-Fatal,2022/23,Construction
2022/23,F,Construction,Exposure to an explosion,8,3,5,[k],[k],[k],Non-Fatal,2022/23,Construction
2022/23,F,Construction,Contact with electricity or electrical discharge,26,9,17,[k],[k],[k],Non-Fatal,2022/23,Construction
2022/23,F,Construction,Injured by an animal,9,0,9,[k],0,[k],Non-Fatal,2022/23,Construction
2022/23,F,Construction,Acts of violence,17,10,7,[k],[k],[k],Non-Fatal,2022/23,Construction
2022/23,F,Construction,Other kind of accident,431,73,358,0.11,0.05,0.14,Non-Fatal,2022/23,Construction
2022/23,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Contact with moving machinery,106,28,78,0.02,0.01,0.02,Non-Fatal,2022/23,Wholesale and retail trade; repair of motor vehicl
2022/23,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Struck by moving, including flying/falling, object",1172,232,940,0.17,0.12,0.19,Non-Fatal,2022/23,Wholesale and retail trade; repair of motor vehicl
2022/23,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Struck by moving vehicle,171,54,117,0.02,0.03,0.02,Non-Fatal,2022/23,Wholesale and retail trade; repair of motor vehicl
2022/23,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Strike against something fixed or stationary,383,96,287,0.06,0.05,0.06,Non-Fatal,2022/23,Wholesale and retail trade; repair of motor vehicl
2022/23,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Injured while handling, lifting or carrying",1289,135,1154,0.19,0.07,0.23,Non-Fatal,2022/23,Wholesale and retail trade; repair of motor vehicl
2022/23,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Slips, trips or falls on same level",2642,975,1667,0.38,0.52,0.33,Non-Fatal,2022/23,Wholesale and retail trade; repair of motor vehicl
2022/23,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Falls from a height,504,251,253,0.07,0.13,0.05,Non-Fatal,2022/23,Wholesale and retail trade; repair of motor vehicl
2022/23,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Trapped by something collapsing/overturning,20,9,11,[k],[k],[k],Non-Fatal,2022/23,Wholesale and retail trade; repair of motor vehicl
2022/23,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Drowning or asphyxiation,1,1,0,[k],[k],0,Non-Fatal,2022/23,Wholesale and retail trade; repair of motor vehicl
2022/23,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Exposure to, or contact with, a harmful substance",35,4,31,[k],[k],[k],Non-Fatal,2022/23,Wholesale and retail trade; repair of motor vehicl
2022/23,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Exposure to fire,5,0,5,[k],0,[k],Non-Fatal,2022/23,Wholesale and retail trade; repair of motor vehicl
2022/23,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Exposure to an explosion,1,1,0,[k],[k],0,Non-Fatal,2022/23,Wholesale and retail trade; repair of motor vehicl
2022/23,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Contact with electricity or electrical discharge,23,0,23,[k],0,[k],Non-Fatal,2022/23,Wholesale and retail trade; repair of motor vehicl
2022/23,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Injured by an animal,20,1,19,[k],[k],[k],Non-Fatal,2022/23,Wholesale and retail trade; repair of motor vehicl
2022/23,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Acts of violence,191,54,137,0.03,0.03,0.03,Non-Fatal,2022/23,Wholesale and retail trade; repair of motor vehicl
2022/23,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Other kind of accident,355,51,304,0.05,0.03,0.06,Non-Fatal,2022/23,Wholesale and retail trade; repair of motor vehicl
2022/23,H,Transportation and storage [Note 2],Contact with moving machinery,152,34,118,0.02,0.02,0.02,Non-Fatal,2022/23,Transportation and storage [Note 2]
2022/23,H,Transportation and storage [Note 2],"Struck by moving, including flying/falling, object",1060,219,841,0.13,0.11,0.14,Non-Fatal,2022/23,Transportation and storage [Note 2]
2022/23,H,Transportation and storage [Note 2],Struck by moving vehicle,500,136,364,0.06,0.07,0.06,Non-Fatal,2022/23,Transportation and storage [Note 2]
2022/23,H,Transportation and storage [Note 2],Strike against something fixed or stationary,449,98,351,0.06,0.05,0.06,Non-Fatal,2022/23,Transportation and storage [Note 2]
2022/23,H,Transportation and storage [Note 2],"Injured while handling, lifting or carrying",1624,108,1516,0.2,0.05,0.25,Non-Fatal,2022/23,Transportation and storage [Note 2]
2022/23,H,Transportation and storage [Note 2],"Slips, trips or falls on same level",2647,888,1759,0.33,0.44,0.29,Non-Fatal,2022/23,Transportation and storage [Note 2]
2022/23,H,Transportation and storage [Note 2],Falls from a height,860,426,434,0.11,0.21,0.07,Non-Fatal,2022/23,Transportation and storage [Note 2]
2022/23,H,Transportation and storage [Note 2],Trapped by something collapsing/overturning,33,13,20,[k],[k],[k],Non-Fatal,2022/23,Transportation and storage [Note 2]
2022/23,H,Transportation and storage [Note 2],Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2022/23,Transportation and storage [Note 2]
2022/23,H,Transportation and storage [Note 2],"Exposure to, or contact with, a harmful substance",36,3,33,[k],[k],[k],Non-Fatal,2022/23,Transportation and storage [Note 2]
2022/23,H,Transportation and storage [Note 2],Exposure to fire,6,1,5,[k],[k],[k],Non-Fatal,2022/23,Transportation and storage [Note 2]
2022/23,H,Transportation and storage [Note 2],Exposure to an explosion,3,0,3,[k],0,[k],Non-Fatal,2022/23,Transportation and storage [Note 2]
2022/23,H,Transportation and storage [Note 2],Contact with electricity or electrical discharge,12,1,11,[k],[k],[k],Non-Fatal,2022/23,Transportation and storage [Note 2]
2022/23,H,Transportation and storage [Note 2],Injured by an animal,119,7,112,0.01,[k],0.02,Non-Fatal,2022/23,Transportation and storage [Note 2]
2022/23,H,Transportation and storage [Note 2],Acts of violence,72,10,62,[k],[k],0.01,Non-Fatal,2022/23,Transportation and storage [Note 2]
2022/23,H,Transportation and storage [Note 2],Other kind of accident,528,77,451,0.07,0.04,0.07,Non-Fatal,2022/23,Transportation and storage [Note 2]
2022/23,I,Accommodation and food service activities,Contact with moving machinery,43,8,35,0.01,[k],0.01,Non-Fatal,2022/23,Accommodation and food service activities
2022/23,I,Accommodation and food service activities,"Struck by moving, including flying/falling, object",303,56,247,0.08,0.05,0.09,Non-Fatal,2022/23,Accommodation and food service activities
2022/23,I,Accommodation and food service activities,Struck by moving vehicle,28,9,19,[k],[k],[k],Non-Fatal,2022/23,Accommodation and food service activities
2022/23,I,Accommodation and food service activities,Strike against something fixed or stationary,108,32,76,0.03,0.03,0.03,Non-Fatal,2022/23,Accommodation and food service activities
2022/23,I,Accommodation and food service activities,"Injured while handling, lifting or carrying",551,59,492,0.14,0.05,0.17,Non-Fatal,2022/23,Accommodation and food service activities
2022/23,I,Accommodation and food service activities,"Slips, trips or falls on same level",1389,625,764,0.35,0.54,0.27,Non-Fatal,2022/23,Accommodation and food service activities
2022/23,I,Accommodation and food service activities,Falls from a height,318,151,167,0.08,0.13,0.06,Non-Fatal,2022/23,Accommodation and food service activities
2022/23,I,Accommodation and food service activities,Trapped by something collapsing/overturning,12,6,6,[k],[k],[k],Non-Fatal,2022/23,Accommodation and food service activities
2022/23,I,Accommodation and food service activities,Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2022/23,Accommodation and food service activities
2022/23,I,Accommodation and food service activities,"Exposure to, or contact with, a harmful substance",128,18,110,0.03,0.02,0.04,Non-Fatal,2022/23,Accommodation and food service activities
2022/23,I,Accommodation and food service activities,Exposure to fire,25,7,18,[k],[k],[k],Non-Fatal,2022/23,Accommodation and food service activities
2022/23,I,Accommodation and food service activities,Exposure to an explosion,3,0,3,[k],0,[k],Non-Fatal,2022/23,Accommodation and food service activities
2022/23,I,Accommodation and food service activities,Contact with electricity or electrical discharge,30,1,29,[k],[k],0.01,Non-Fatal,2022/23,Accommodation and food service activities
2022/23,I,Accommodation and food service activities,Injured by an animal,11,0,11,[k],0,[k],Non-Fatal,2022/23,Accommodation and food service activities
2022/23,I,Accommodation and food service activities,Acts of violence,100,42,58,0.02,0.04,0.02,Non-Fatal,2022/23,Accommodation and food service activities
2022/23,I,Accommodation and food service activities,Other kind of accident,973,141,832,0.24,0.12,0.29,Non-Fatal,2022/23,Accommodation and food service activities
2022/23,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Contact with moving machinery,73,17,56,0.03,0.02,0.03,Non-Fatal,2022/23,Information and communication; financial and insur
2022/23,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","Struck by moving, including flying/falling, object",241,65,176,0.09,0.07,0.11,Non-Fatal,2022/23,Information and communication; financial and insur
2022/23,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Struck by moving vehicle,40,17,23,0.02,0.02,0.01,Non-Fatal,2022/23,Information and communication; financial and insur
2022/23,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Strike against something fixed or stationary,103,34,69,0.04,0.03,0.04,Non-Fatal,2022/23,Information and communication; financial and insur
2022/23,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","Injured while handling, lifting or carrying",362,26,336,0.14,0.03,0.2,Non-Fatal,2022/23,Information and communication; financial and insur
2022/23,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","Slips, trips or falls on same level",984,492,492,0.37,0.5,0.29,Non-Fatal,2022/23,Information and communication; financial and insur
2022/23,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Falls from a height,326,196,130,0.12,0.2,0.08,Non-Fatal,2022/23,Information and communication; financial and insur
2022/23,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Trapped by something collapsing/overturning,8,5,3,[k],[k],[k],Non-Fatal,2022/23,Information and communication; financial and insur
2022/23,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2022/23,Information and communication; financial and insur
2022/23,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","Exposure to, or contact with, a harmful substance",20,3,17,[k],[k],0.01,Non-Fatal,2022/23,Information and communication; financial and insur
2022/23,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Exposure to fire,9,5,4,[k],[k],[k],Non-Fatal,2022/23,Information and communication; financial and insur
2022/23,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Exposure to an explosion,1,0,1,[k],0,[k],Non-Fatal,2022/23,Information and communication; financial and insur
2022/23,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Contact with electricity or electrical discharge,9,0,9,[k],0,[k],Non-Fatal,2022/23,Information and communication; financial and insur
2022/23,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Injured by an animal,130,31,99,0.05,0.03,0.06,Non-Fatal,2022/23,Information and communication; financial and insur
2022/23,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Acts of violence,99,35,64,0.04,0.04,0.04,Non-Fatal,2022/23,Information and communication; financial and insur
2022/23,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Other kind of accident,250,58,192,0.09,0.06,0.11,Non-Fatal,2022/23,Information and communication; financial and insur
2022/23,O,Public administration and defence; compulsory social security,Contact with moving machinery,12,1,11,[k],[k],[k],Non-Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,"Struck by moving, including flying/falling, object",149,40,109,0.04,0.04,0.04,Non-Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Struck by moving vehicle,73,26,47,0.02,0.03,0.02,Non-Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Strike against something fixed or stationary,122,45,77,0.03,0.05,0.03,Non-Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,"Injured while handling, lifting or carrying",431,47,384,0.12,0.05,0.15,Non-Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,"Slips, trips or falls on same level",909,360,549,0.26,0.38,0.21,Non-Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Falls from a height,161,72,89,0.05,0.08,0.03,Non-Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Trapped by something collapsing/overturning,0,0,0,0,0,0,Non-Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,"Exposure to, or contact with, a harmful substance",18,4,14,[k],[k],[k],Non-Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Exposure to fire,24,4,20,[k],[k],[k],Non-Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Exposure to an explosion,1,0,1,[k],0,[k],Non-Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Contact with electricity or electrical discharge,6,1,5,[k],[k],[k],Non-Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Injured by an animal,54,9,45,0.02,[k],0.02,Non-Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Acts of violence,794,189,605,0.23,0.2,0.24,Non-Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Other kind of accident,752,145,607,0.21,0.15,0.24,Non-Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,P,Education,Contact with moving machinery,45,10,35,[k],[k],0.01,Non-Fatal,2022/23,Education
2022/23,P,Education,"Struck by moving, including flying/falling, object",420,136,284,0.08,0.07,0.1,Non-Fatal,2022/23,Education
2022/23,P,Education,Struck by moving vehicle,15,3,12,[k],[k],[k],Non-Fatal,2022/23,Education
2022/23,P,Education,Strike against something fixed or stationary,147,55,92,0.03,0.03,0.03,Non-Fatal,2022/23,Education
2022/23,P,Education,"Injured while handling, lifting or carrying",339,37,302,0.07,0.02,0.1,Non-Fatal,2022/23,Education
2022/23,P,Education,"Slips, trips or falls on same level",2131,1235,896,0.43,0.61,0.31,Non-Fatal,2022/23,Education
2022/23,P,Education,Falls from a height,346,218,128,0.07,0.11,0.04,Non-Fatal,2022/23,Education
2022/23,P,Education,Trapped by something collapsing/overturning,7,2,5,[k],[k],[k],Non-Fatal,2022/23,Education
2022/23,P,Education,Drowning or asphyxiation,1,0,1,[k],0,[k],Non-Fatal,2022/23,Education
2022/23,P,Education,"Exposure to, or contact with, a harmful substance",21,1,20,[k],[k],[k],Non-Fatal,2022/23,Education
2022/23,P,Education,Exposure to fire,6,0,6,[k],0,[k],Non-Fatal,2022/23,Education
2022/23,P,Education,Exposure to an explosion,2,0,2,[k],0,[k],Non-Fatal,2022/23,Education
2022/23,P,Education,Contact with electricity or electrical discharge,14,1,13,[k],[k],[k],Non-Fatal,2022/23,Education
2022/23,P,Education,Injured by an animal,20,9,11,[k],[k],[k],Non-Fatal,2022/23,Education
2022/23,P,Education,Acts of violence,858,177,681,0.17,0.09,0.23,Non-Fatal,2022/23,Education
2022/23,P,Education,Other kind of accident,579,147,432,0.12,0.07,0.15,Non-Fatal,2022/23,Education
2022/23,Q,Human health and social work activities,Contact with moving machinery,32,8,24,[k],[k],[k],Non-Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,"Struck by moving, including flying/falling, object",509,88,421,0.05,0.04,0.05,Non-Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Struck by moving vehicle,63,17,46,[k],[k],[k],Non-Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Strike against something fixed or stationary,228,65,163,0.02,0.03,0.02,Non-Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,"Injured while handling, lifting or carrying",2227,92,2135,0.2,0.04,0.25,Non-Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,"Slips, trips or falls on same level",3323,1394,1929,0.3,0.56,0.23,Non-Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Falls from a height,444,195,249,0.04,0.08,0.03,Non-Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Trapped by something collapsing/overturning,22,1,21,[k],[k],[k],Non-Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,"Exposure to, or contact with, a harmful substance",83,6,77,[k],[k],[k],Non-Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Exposure to fire,7,2,5,[k],[k],[k],Non-Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Exposure to an explosion,0,0,0,0,0,0,Non-Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Contact with electricity or electrical discharge,26,2,24,[k],[k],[k],Non-Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Injured by an animal,44,4,40,[k],[k],[k],Non-Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Acts of violence,2866,430,2436,0.26,0.17,0.28,Non-Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Other kind of accident,1186,184,1002,0.11,0.07,0.12,Non-Fatal,2022/23,Human health and social work activities
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Contact with moving machinery,63,17,46,0.02,0.01,0.03,Non-Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Struck by moving, including flying/falling, object",205,65,140,0.08,0.06,0.09,Non-Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Struck by moving vehicle,55,28,27,0.02,0.02,0.02,Non-Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Strike against something fixed or stationary,60,21,39,0.02,0.02,0.03,Non-Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Injured while handling, lifting or carrying",295,52,243,0.11,0.05,0.16,Non-Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Slips, trips or falls on same level",859,478,381,0.33,0.42,0.26,Non-Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Falls from a height,327,203,124,0.12,0.18,0.08,Non-Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Trapped by something collapsing/overturning,9,4,5,[k],[k],[k],Non-Fatal,2022/23,"Arts, entertainment and recreation; other service "
