Year,Industry_Section,Industry,Accident_Kind,Fatal_Workers,Fatal_Employees,Fatal_SelfEmployed,Severity,Year_Clean,Industry_Short
2022/23,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Injured by an animal,0,0,0,Fatal,2022/23,Information and communication; financial and insur
2022/23,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Acts of violence,1,1,0,Fatal,2022/23,Information and communication; financial and insur
2022/23,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Other kind of accident,0,0,0,Fatal,2022/23,Information and communication; financial and insur
2022/23,O,Public administration and defence; compulsory social security,Contact with moving machinery,0,0,0,Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,"Struck by moving, including flying/falling, object",1,1,0,Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Struck by moving vehicle,0,0,0,Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Strike against something fixed or stationary,0,0,0,Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,"Injured while handling, lifting or carrying",0,0,0,Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,"Slips, trips or falls on same level",0,0,0,Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Falls from a height,0,0,0,Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Trapped by something collapsing/overturning,0,0,0,Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Drowning or asphyxiation,0,0,0,Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,"Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Exposure to fire,1,1,0,Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Exposure to an explosion,0,0,0,Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Contact with electricity or electrical discharge,0,0,0,Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Injured by an animal,0,0,0,Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Acts of violence,0,0,0,Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,O,Public administration and defence; compulsory social security,Other kind of accident,0,0,0,Fatal,2022/23,Public administration and defence; compulsory soci
2022/23,P,Education,Contact with moving machinery,0,0,0,Fatal,2022/23,Education
2022/23,P,Education,"Struck by moving, including flying/falling, object",0,0,0,Fatal,2022/23,Education
2022/23,P,Education,Struck by moving vehicle,0,0,0,Fatal,2022/23,Education
2022/23,P,Education,Strike against something fixed or stationary,0,0,0,Fatal,2022/23,Education
2022/23,P,Education,"Injured while handling, lifting or carrying",0,0,0,Fatal,2022/23,Education
2022/23,P,Education,"Slips, trips or falls on same level",0,0,0,Fatal,2022/23,Education
2022/23,P,Education,Falls from a height,0,0,0,Fatal,2022/23,Education
2022/23,P,Education,Trapped by something collapsing/overturning,0,0,0,Fatal,2022/23,Education
2022/23,P,Education,Drowning or asphyxiation,0,0,0,Fatal,2022/23,Education
2022/23,P,Education,"Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2022/23,Education
2022/23,P,Education,Exposure to fire,0,0,0,Fatal,2022/23,Education
2022/23,P,Education,Exposure to an explosion,0,0,0,Fatal,2022/23,Education
2022/23,P,Education,Contact with electricity or electrical discharge,0,0,0,Fatal,2022/23,Education
2022/23,P,Education,Injured by an animal,0,0,0,Fatal,2022/23,Education
2022/23,P,Education,Acts of violence,0,0,0,Fatal,2022/23,Education
2022/23,P,Education,Other kind of accident,0,0,0,Fatal,2022/23,Education
2022/23,Q,Human health and social work activities,Contact with moving machinery,0,0,0,Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,"Struck by moving, including flying/falling, object",0,0,0,Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Struck by moving vehicle,0,0,0,Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Strike against something fixed or stationary,0,0,0,Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,"Injured while handling, lifting or carrying",0,0,0,Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,"Slips, trips or falls on same level",0,0,0,Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Falls from a height,0,0,0,Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Trapped by something collapsing/overturning,0,0,0,Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Drowning or asphyxiation,0,0,0,Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,"Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Exposure to fire,0,0,0,Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Exposure to an explosion,0,0,0,Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Contact with electricity or electrical discharge,0,0,0,Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Injured by an animal,0,0,0,Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Acts of violence,0,0,0,Fatal,2022/23,Human health and social work activities
2022/23,Q,Human health and social work activities,Other kind of accident,0,0,0,Fatal,2022/23,Human health and social work activities
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Contact with moving machinery,0,0,0,Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Struck by moving, including flying/falling, object",1,1,0,Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Struck by moving vehicle,0,0,0,Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Strike against something fixed or stationary,0,0,0,Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Injured while handling, lifting or carrying",0,0,0,Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Slips, trips or falls on same level",0,0,0,Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Falls from a height,0,0,0,Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Trapped by something collapsing/overturning,0,0,0,Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Drowning or asphyxiation,0,0,0,Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Exposure to fire,0,0,0,Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Exposure to an explosion,0,0,0,Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Contact with electricity or electrical discharge,0,0,0,Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Injured by an animal,1,0,1,Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Acts of violence,0,0,0,Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Other kind of accident,1,0,1,Fatal,2022/23,"Arts, entertainment and recreation; other service "
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Contact with moving machinery,3,2,1,Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]","Struck by moving, including flying/falling, object",3,0,3,Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Struck by moving vehicle,4,1,3,Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Strike against something fixed or stationary,2,0,2,Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]","Injured while handling, lifting or carrying",0,0,0,Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]","Slips, trips or falls on same level",0,0,0,Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Falls from a height,4,2,2,Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Trapped by something collapsing/overturning,4,2,2,Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Drowning or asphyxiation,0,0,0,Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]","Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Exposure to fire,0,0,0,Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Exposure to an explosion,0,0,0,Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Contact with electricity or electrical discharge,2,2,0,Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Injured by an animal,2,0,2,Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Acts of violence,0,0,0,Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Other kind of accident,0,0,0,Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,B,Mining and quarrying,Contact with moving machinery,0,0,0,Fatal,2023/24,Mining and quarrying
2023/24r,B,Mining and quarrying,"Struck by moving, including flying/falling, object",0,0,0,Fatal,2023/24,Mining and quarrying
2023/24r,B,Mining and quarrying,Struck by moving vehicle,0,0,0,Fatal,2023/24,Mining and quarrying
2023/24r,B,Mining and quarrying,Strike against something fixed or stationary,0,0,0,Fatal,2023/24,Mining and quarrying
2023/24r,B,Mining and quarrying,"Injured while handling, lifting or carrying",0,0,0,Fatal,2023/24,Mining and quarrying
2023/24r,B,Mining and quarrying,"Slips, trips or falls on same level",0,0,0,Fatal,2023/24,Mining and quarrying
2023/24r,B,Mining and quarrying,Falls from a height,0,0,0,Fatal,2023/24,Mining and quarrying
2023/24r,B,Mining and quarrying,Trapped by something collapsing/overturning,0,0,0,Fatal,2023/24,Mining and quarrying
2023/24r,B,Mining and quarrying,Drowning or asphyxiation,0,0,0,Fatal,2023/24,Mining and quarrying
2023/24r,B,Mining and quarrying,"Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2023/24,Mining and quarrying
2023/24r,B,Mining and quarrying,Exposure to fire,0,0,0,Fatal,2023/24,Mining and quarrying
2023/24r,B,Mining and quarrying,Exposure to an explosion,0,0,0,Fatal,2023/24,Mining and quarrying
2023/24r,B,Mining and quarrying,Contact with electricity or electrical discharge,0,0,0,Fatal,2023/24,Mining and quarrying
2023/24r,B,Mining and quarrying,Injured by an animal,0,0,0,Fatal,2023/24,Mining and quarrying
2023/24r,B,Mining and quarrying,Acts of violence,0,0,0,Fatal,2023/24,Mining and quarrying
2023/24r,B,Mining and quarrying,Other kind of accident,0,0,0,Fatal,2023/24,Mining and quarrying
2023/24r,C,Manufacturing,Contact with moving machinery,2,2,0,Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,"Struck by moving, including flying/falling, object",3,3,0,Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Struck by moving vehicle,2,2,0,Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Strike against something fixed or stationary,1,1,0,Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,"Injured while handling, lifting or carrying",0,0,0,Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,"Slips, trips or falls on same level",0,0,0,Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Falls from a height,5,3,2,Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Trapped by something collapsing/overturning,1,1,0,Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Drowning or asphyxiation,0,0,0,Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,"Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Exposure to fire,1,0,1,Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Exposure to an explosion,0,0,0,Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Contact with electricity or electrical discharge,1,1,0,Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Injured by an animal,0,0,0,Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Acts of violence,0,0,0,Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Other kind of accident,0,0,0,Fatal,2023/24,Manufacturing
2023/24r,D,"Electricity, gas, steam and air conditioning supply",Contact with moving machinery,0,0,0,Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply","Struck by moving, including flying/falling, object",0,0,0,Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply",Struck by moving vehicle,0,0,0,Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply",Strike against something fixed or stationary,0,0,0,Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply","Injured while handling, lifting or carrying",0,0,0,Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply","Slips, trips or falls on same level",0,0,0,Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply",Falls from a height,1,1,0,Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply",Trapped by something collapsing/overturning,0,0,0,Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply",Drowning or asphyxiation,0,0,0,Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply","Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply",Exposure to fire,0,0,0,Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply",Exposure to an explosion,0,0,0,Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply",Contact with electricity or electrical discharge,0,0,0,Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply",Injured by an animal,0,0,0,Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply",Acts of violence,0,0,0,Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply",Other kind of accident,0,0,0,Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,E,"Water supply; sewerage, waste management and remediation activities",Contact with moving machinery,0,0,0,Fatal,2023/24,"Water supply; sewerage, waste management and remed"
2023/24r,E,"Water supply; sewerage, waste management and remediation activities","Struck by moving, including flying/falling, object",1,1,0,Fatal,2023/24,"Water supply; sewerage, waste management and remed"
2023/24r,E,"Water supply; sewerage, waste management and remediation activities",Struck by moving vehicle,3,3,0,Fatal,2023/24,"Water supply; sewerage, waste management and remed"
2023/24r,E,"Water supply; sewerage, waste management and remediation activities",Strike against something fixed or stationary,0,0,0,Fatal,2023/24,"Water supply; sewerage, waste management and remed"
2023/24r,E,"Water supply; sewerage, waste management and remediation activities","Injured while handling, lifting or carrying",0,0,0,Fatal,2023/24,"Water supply; sewerage, waste management and remed"
2023/24r,E,"Water supply; sewerage, waste management and remediation activities","Slips, trips or falls on same level",0,0,0,Fatal,2023/24,"Water supply; sewerage, waste management and remed"
2023/24r,E,"Water supply; sewerage, waste management and remediation activities",Falls from a height,0,0,0,Fatal,2023/24,"Water supply; sewerage, waste management and remed"
2023/24r,E,"Water supply; sewerage, waste management and remediation activities",Trapped by something collapsing/overturning,0,0,0,Fatal,2023/24,"Water supply; sewerage, waste management and remed"
2023/24r,E,"Water supply; sewerage, waste management and remediation activities",Drowning or asphyxiation,0,0,0,Fatal,2023/24,"Water supply; sewerage, waste management and remed"
2023/24r,E,"Water supply; sewerage, waste management and remediation activities","Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2023/24,"Water supply; sewerage, waste management and remed"
2023/24r,E,"Water supply; sewerage, waste management and remediation activities",Exposure to fire,0,0,0,Fatal,2023/24,"Water supply; sewerage, waste management and remed"
2023/24r,E,"Water supply; sewerage, waste management and remediation activities",Exposure to an explosion,0,0,0,Fatal,2023/24,"Water supply; sewerage, waste management and remed"
2023/24r,E,"Water supply; sewerage, waste management and remediation activities",Contact with electricity or electrical discharge,0,0,0,Fatal,2023/24,"Water supply; sewerage, waste management and remed"
2023/24r,E,"Water supply; sewerage, waste management and remediation activities",Injured by an animal,0,0,0,Fatal,2023/24,"Water supply; sewerage, waste management and remed"
2023/24r,E,"Water supply; sewerage, waste management and remediation activities",Acts of violence,0,0,0,Fatal,2023/24,"Water supply; sewerage, waste management and remed"
2023/24r,E,"Water supply; sewerage, waste management and remediation activities",Other kind of accident,0,0,0,Fatal,2023/24,"Water supply; sewerage, waste management and remed"
2023/24r,F,Construction,Contact with moving machinery,0,0,0,Fatal,2023/24,Construction
2023/24r,F,Construction,"Struck by moving, including flying/falling, object",4,4,0,Fatal,2023/24,Construction
2023/24r,F,Construction,Struck by moving vehicle,6,4,2,Fatal,2023/24,Construction
2023/24r,F,Construction,Strike against something fixed or stationary,1,0,1,Fatal,2023/24,Construction
2023/24r,F,Construction,"Injured while handling, lifting or carrying",0,0,0,Fatal,2023/24,Construction
2023/24r,F,Construction,"Slips, trips or falls on same level",0,0,0,Fatal,2023/24,Construction
2023/24r,F,Construction,Falls from a height,30,10,20,Fatal,2023/24,Construction
2023/24r,F,Construction,Trapped by something collapsing/overturning,5,2,3,Fatal,2023/24,Construction
2023/24r,F,Construction,Drowning or asphyxiation,0,0,0,Fatal,2023/24,Construction
2023/24r,F,Construction,"Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2023/24,Construction
2023/24r,F,Construction,Exposure to fire,0,0,0,Fatal,2023/24,Construction
2023/24r,F,Construction,Exposure to an explosion,0,0,0,Fatal,2023/24,Construction
2023/24r,F,Construction,Contact with electricity or electrical discharge,2,1,1,Fatal,2023/24,Construction
2023/24r,F,Construction,Injured by an animal,1,0,1,Fatal,2023/24,Construction
2023/24r,F,Construction,Acts of violence,0,0,0,Fatal,2023/24,Construction
2023/24r,F,Construction,Other kind of accident,1,1,0,Fatal,2023/24,Construction
2023/24r,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Contact with moving machinery,0,0,0,Fatal,2023/24,Wholesale and retail trade; repair of motor vehicl
2023/24r,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Struck by moving, including flying/falling, object",0,0,0,Fatal,2023/24,Wholesale and retail trade; repair of motor vehicl
2023/24r,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Struck by moving vehicle,1,1,0,Fatal,2023/24,Wholesale and retail trade; repair of motor vehicl
2023/24r,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Strike against something fixed or stationary,0,0,0,Fatal,2023/24,Wholesale and retail trade; repair of motor vehicl
2023/24r,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Injured while handling, lifting or carrying",0,0,0,Fatal,2023/24,Wholesale and retail trade; repair of motor vehicl
2023/24r,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Slips, trips or falls on same level",0,0,0,Fatal,2023/24,Wholesale and retail trade; repair of motor vehicl
2023/24r,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Falls from a height,0,0,0,Fatal,2023/24,Wholesale and retail trade; repair of motor vehicl
2023/24r,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Trapped by something collapsing/overturning,5,4,1,Fatal,2023/24,Wholesale and retail trade; repair of motor vehicl
2023/24r,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Drowning or asphyxiation,0,0,0,Fatal,2023/24,Wholesale and retail trade; repair of motor vehicl
2023/24r,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2023/24,Wholesale and retail trade; repair of motor vehicl
2023/24r,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Exposure to fire,0,0,0,Fatal,2023/24,Wholesale and retail trade; repair of motor vehicl
2023/24r,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Exposure to an explosion,0,0,0,Fatal,2023/24,Wholesale and retail trade; repair of motor vehicl
2023/24r,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Contact with electricity or electrical discharge,0,0,0,Fatal,2023/24,Wholesale and retail trade; repair of motor vehicl
2023/24r,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Injured by an animal,0,0,0,Fatal,2023/24,Wholesale and retail trade; repair of motor vehicl
2023/24r,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Acts of violence,0,0,0,Fatal,2023/24,Wholesale and retail trade; repair of motor vehicl
2023/24r,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Other kind of accident,1,1,0,Fatal,2023/24,Wholesale and retail trade; repair of motor vehicl
2023/24r,H,Transportation and storage [Note 9],Contact with moving machinery,0,0,0,Fatal,2023/24,Transportation and storage [Note 9]
2023/24r,H,Transportation and storage [Note 9],"Struck by moving, including flying/falling, object",5,5,0,Fatal,2023/24,Transportation and storage [Note 9]
2023/24r,H,Transportation and storage [Note 9],Struck by moving vehicle,2,2,0,Fatal,2023/24,Transportation and storage [Note 9]
2023/24r,H,Transportation and storage [Note 9],Strike against something fixed or stationary,1,1,0,Fatal,2023/24,Transportation and storage [Note 9]
2023/24r,H,Transportation and storage [Note 9],"Injured while handling, lifting or carrying",0,0,0,Fatal,2023/24,Transportation and storage [Note 9]
2023/24r,H,Transportation and storage [Note 9],"Slips, trips or falls on same level",0,0,0,Fatal,2023/24,Transportation and storage [Note 9]
2023/24r,H,Transportation and storage [Note 9],Falls from a height,1,1,0,Fatal,2023/24,Transportation and storage [Note 9]
2023/24r,H,Transportation and storage [Note 9],Trapped by something collapsing/overturning,0,0,0,Fatal,2023/24,Transportation and storage [Note 9]
2023/24r,H,Transportation and storage [Note 9],Drowning or asphyxiation,0,0,0,Fatal,2023/24,Transportation and storage [Note 9]
2023/24r,H,Transportation and storage [Note 9],"Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2023/24,Transportation and storage [Note 9]
2023/24r,H,Transportation and storage [Note 9],Exposure to fire,0,0,0,Fatal,2023/24,Transportation and storage [Note 9]
2023/24r,H,Transportation and storage [Note 9],Exposure to an explosion,0,0,0,Fatal,2023/24,Transportation and storage [Note 9]
2023/24r,H,Transportation and storage [Note 9],Contact with electricity or electrical discharge,0,0,0,Fatal,2023/24,Transportation and storage [Note 9]
2023/24r,H,Transportation and storage [Note 9],Injured by an animal,0,0,0,Fatal,2023/24,Transportation and storage [Note 9]
2023/24r,H,Transportation and storage [Note 9],Acts of violence,0,0,0,Fatal,2023/24,Transportation and storage [Note 9]
2023/24r,H,Transportation and storage [Note 9],Other kind of accident,1,1,0,Fatal,2023/24,Transportation and storage [Note 9]
2023/24r,I,Accommodation and food service activities,Contact with moving machinery,0,0,0,Fatal,2023/24,Accommodation and food service activities
2023/24r,I,Accommodation and food service activities,"Struck by moving, including flying/falling, object",0,0,0,Fatal,2023/24,Accommodation and food service activities
2023/24r,I,Accommodation and food service activities,Struck by moving vehicle,2,2,0,Fatal,2023/24,Accommodation and food service activities
2023/24r,I,Accommodation and food service activities,Strike against something fixed or stationary,0,0,0,Fatal,2023/24,Accommodation and food service activities
2023/24r,I,Accommodation and food service activities,"Injured while handling, lifting or carrying",0,0,0,Fatal,2023/24,Accommodation and food service activities
2023/24r,I,Accommodation and food service activities,"Slips, trips or falls on same level",0,0,0,Fatal,2023/24,Accommodation and food service activities
2023/24r,I,Accommodation and food service activities,Falls from a height,2,2,0,Fatal,2023/24,Accommodation and food service activities
2023/24r,I,Accommodation and food service activities,Trapped by something collapsing/overturning,0,0,0,Fatal,2023/24,Accommodation and food service activities
2023/24r,I,Accommodation and food service activities,Drowning or asphyxiation,0,0,0,Fatal,2023/24,Accommodation and food service activities
2023/24r,I,Accommodation and food service activities,"Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2023/24,Accommodation and food service activities
2023/24r,I,Accommodation and food service activities,Exposure to fire,0,0,0,Fatal,2023/24,Accommodation and food service activities
2023/24r,I,Accommodation and food service activities,Exposure to an explosion,0,0,0,Fatal,2023/24,Accommodation and food service activities
